200,7,5,6,38702,-536.6331612529899,-166.93966048732258,705,70506,0.30159716514695845
200,10,2,6,24840,-335.2346392219672,451.0673305236343,1002,100206,5.351525863693171
200,8,4,7,85673,601.2199905903852,-468.16505947635284,804,80407,2.4799802485990696
200,7,4,0,5841,-32.13183275171714,-22.103061417271533,704,70400,0.6025499070341569
200,3,4,2,19162,-154.79872359123172,7.896529270853425,304,30402,6.232217893762686
200,8,2,5,19397,-297.1854311703824,275.1469053070994,802,80205,5.536274647604067
200,6,4,4,62144,230.98217170969943,-141.73297552888286,604,60404,2.591225841922881
200,8,4,1,19095,66.78007877732385,-52.58727106909448,804,80401,2.4745391369168868
200,6,3,6,17934,-13.898386682551365,561.8281185982261,603,60306,4.737121727261048
200,8,3,1,3656,40.41588886053042,74.77670711935137,803,80301,4.216878216621604
200,10,3,4,56804,136.48750308387858,-234.1199724541421,1003,100304,2.0986078777423045
200,2,3,3,28456,-208.82593695782262,-41.96103017905421,203,20303,0.1982971545865153
200,2,1,0,8465,25.532697641287466,-29.480185738196997,201,20100,2.2845615624146145
200,8,4,2,34827,121.87989678950329,-95.76163510811638,804,80402,2.4756292042278325
200,8,2,6,27227,-422.7756385779098,370.2765985382288,802,80206,5.563889413311397
200,2,3,0,5187,-38.34644775961355,-7.109848396360457,203,20300,0.18332901426783899
200,7,3,8,122477,987.3306907782253,-158.67610736148242,703,70308,2.9822430262185384
200,3,3,1,20375,81.4364740174604,-24.35365885454371,303,30301,2.85100673010089
200,7,2,5,11729,49.59997220379984,401.95129401132965,702,70205,4.589611682707359
200,5,4,3,28603,-208.07091989272655,-45.55757121483278,504,50403,0.21555059153485345
200,7,5,0,5418,-36.877891421714594,-12.689409926715655,705,70500,0.33140244886878634
200,6,1,7,53680,-707.4422656767834,-283.1420857698468,601,60107,0.38070764393099044
200,9,2,0,5044,-38.83626824647888,-3.5699115797924077,902,90200,0.09166450713391949
200,5,3,6,61257,377.8882393862701,-415.9861518530935,503,50306,2.3082414306011323
200,3,1,7,31716,-372.19086957071715,664.9195113757705,301,30107,5.222689453816492
200,1,1,1,17091,26.280709847060837,-80.83516740834152,101,10101,1.8851320613381801
200,5,3,4,59115,182.93257423327407,-199.9416747063694,503,50304,2.3117989105552845
200,5,2,5,45460,317.2309715473967,-251.77273619495574,502,50205,2.4707310793528725
200,1,2,5,33906,-203.50951743799942,-350.15550304422266,102,10205,1.0443169040246807
200,3,2,0,3255,-19.232375185082056,33.92809668608365,302,30200,5.228081959330413
200,8,2,3,20113,-151.28619211446946,149.9382808875167,802,80203,5.502261887208364
200,3,4,4,33623,-270.7848272425925,10.79709846205636,304,30404,6.243333067380708
200,7,1,4,28842,-240.2626300658942,125.35895896911109,701,70104,5.80228316349544
200,10,3,2,32482,77.90379072322129,-133.99999772743485,1003,100302,2.097405835675206
200,4,2,0,9427,37.878665259196794,-9.284757303328783,402,40200,2.9012137013155272
200,8,2,4,25701,-194.42902366499558,188.78123518156295,802,80204,5.512524169957764
200,7,5,8,68572,-959.0976087875376,-283.07556732792636,705,70508,0.2869993288707251
200,6,1,8,70812,-921.4503142301818,-388.4962270152687,601,60108,0.39899906696661747
200,2,2,2,16496,-137.41510409281864,71.70836190542785,202,20202,5.802220665378336
200,10,2,5,17920,-242.36436141024902,324.4757561331852,1002,100205,5.353929681621746
200,1,2,1,14286,-41.543847506549135,-74.1559757157344,102,10201,1.0601386247122977
200,9,2,2,19971,-154.5102463018568,-12.311936798877475,902,90202,0.07951561650168193
200,6,5,1,1751,73.97505292323073,41.86515908252603,605,60501,3.6565885564532232
200,2,1,2,33629,101.22315506553377,-117.38344380098455,201,20102,2.282404643235915
200,5,4,2,20852,-151.20939917649642,-34.06930584386709,504,50402,0.22161147479373522
200,5,3,7,83020,511.0456457769459,-565.2223880318476,503,50307,2.3058993490215234
200,7,5,4,37439,-257.90190483557893,-83.23225025301201,705,70504,0.3121758784245441
200,5,1,4,52240,28.88242554608716,-269.45650018987243,501,50104,1.6775763443115659
200,2,1,8,108373,648.9840809753683,-760.8019864856798,201,20108,2.277044675279042
200,10,1,4,46443,-112.47822721880951,-246.5555685879227,1001,100104,1.1427998764548633
200,4,2,7,89968,707.7020707229947,-282.4920867818871,402,40207,2.7618036423742507
200,6,4,5,46453,345.6382491490463,-211.09050363571967,604,60405,2.5933231925691516
200,6,1,6,39422,-524.8464062281407,-200.9483761303024,601,60106,0.36565320022241865
200,1,2,6,46995,-284.7874392415604,-484.4998601137409,102,10206,1.0393981358147237
200,10,3,3,44641,107.15245538072284,-184.08517405234517,1003,100303,2.097935773694384
200,6,4,8,114880,858.1203630448529,-513.4485782702782,604,60408,2.602393914470995
200,3,1,3,18140,-112.835934575685,180.6572773746791,301,30103,5.270690247078626
200,6,5,0,796,34.032381874091556,19.04723034921362,605,60500,3.651837042950633
200,10,3,6,58945,284.9598386496367,-484.39848302484705,1003,100306,2.102550384636599
200,1,3,2,13745,-93.32502560251551,123.7555639003347,103,10302,5.35851384794197
200,10,2,1,7535,-51.12648704423217,67.90495064806366,1002,100201,5.35775149315344
200,5,4,4,36330,-265.0537189685095,-56.45817975247171,504,50404,0.2098700128297395
200,6,3,2,9858,-2.974798170001613,154.9714508412687,603,60302,4.73158240505751
200,3,3,8,120113,961.7298024406844,-273.99961149133395,303,30308,2.864043302620909
200,9,1,1,4898,11.037406326904561,84.28033970965473,901,90101,4.582169428132957
200,10,4,1,8144,-62.40648782072861,57.70988024490479,1004,100401,5.536867715223016
200,10,2,4,24004,-162.6184033042418,216.78619630128426,1002,100204,5.3559749779700425
200,9,1,7,26585,-131.63596408296272,750.5437848386655,901,90107,4.886010563604511
200,3,3,6,67447,539.7001141662081,-156.74114574349008,303,30306,2.8589453988193254
200,1,3,7,34607,-490.8927873374552,582.8106650877829,103,10307,5.412387109556667
200,3,4,7,48047,-761.9531486964273,-8.449804234420714,304,30407,0.011089209207916895
200,6,1,4,37782,-255.13961786264431,-91.34974218301797,601,60104,0.3438178188204124
200,9,4,1,12487,-73.2945098294306,-43.04549719614703,904,90401,0.5310251871044676
200,7,1,1,9036,-75.23827633462794,39.549990824198254,701,70101,5.799218569223119
200,3,3,2,37167,148.59206547818056,-44.10666703490645,303,30302,2.8530461263656357
200,6,2,4,36940,-261.4587803197941,-71.27626669295783,602,60204,0.2661428514346369
200,3,2,1,7105,-42.15312329303857,73.81134192413717,302,30201,5.231281911068189
200,6,1,1,11816,-80.31186643100371,-27.838895638451987,601,60101,0.33367381599004053
200,2,2,1,9002,-74.83902434168965,40.300377610935406,202,20201,5.789218648779169
200,8,1,5,31743,-288.69339065734295,-284.0442328067353,801,80105,0.7772809111880119
200,8,5,5,27589,-390.9214415825669,-105.85568719255348,805,80505,0.2644434103819435
200,9,4,3,31180,-185.05531990706615,-105.46814009023485,904,90403,0.5180139045679697
200,3,3,5,48588,388.69822212395337,-113.74837193418549,303,30305,2.8569024087995207
200,5,3,5,44159,272.8825972457941,-299.26591540031706,503,50305,2.310114423467293
200,5,3,2,33821,104.80911880731051,-114.19303225168804,503,50302,2.3133721855651714
200,4,3,8,83921,-493.7082450021973,-869.627603527424,403,40308,1.0544475342429833
200,5,4,5,27047,-397.124484588045,-79.48046137686707,504,50405,0.19753009178856695
200,7,2,6,16328,66.2446939356044,558.0821091249728,702,70206,4.594241182356619
200,7,1,5,21574,-359.57901037042916,186.3543272935264,701,70105,5.805039028743886
200,5,4,0,5279,-37.86074034975106,-9.357581961635807,504,50400,0.2423019838924585
200,7,3,2,35162,126.8736958734778,-89.03968382358654,703,70302,2.529661114021065
200,9,4,4,39620,-236.06600425138316,-133.0933568469365,904,90404,0.5133743390758245
200,6,5,8,8971,901.0773104272715,433.6584838708384,605,60508,3.5901416046872283
200,2,2,8,56362,-948.1288637825928,317.88623383583234,202,20208,5.959686063661539
200,10,1,6,46820,-292.29588227218886,-480.00741369974975,1001,100106,1.023828960622772
200,4,2,4,65059,260.336671061026,-75.27162613404309,402,40204,2.860136210010217
200,9,2,5,26012,-404.0151447709175,-28.226987011273504,902,90205,0.06975281366283737
200,8,3,6,12013,270.44231572436115,492.65094526007454,803,80306,4.21034980548077
200,8,1,0,6160,-26.97415043199207,-28.167271938763648,801,80100,0.8070322691021321
200,4,1,3,48858,181.7316082233078,-111.09735628074219,401,40103,2.5928864105048817
200,8,4,5,45516,318.96402054151235,-249.57354346964283,804,80405,2.477644632565472
200,7,3,1,19168,67.89367118425079,-51.14146471430821,703,70301,2.4960095543406617
200,2,4,7,9530,617.8083349482963,446.0458062446207,204,20407,3.76691906632029
200,1,2,3,35724,-105.73410100964053,-184.90348802465337,102,10203,1.0513446358145653
200,8,1,2,24379,-109.04329592985529,-110.156977140597,801,80102,0.7904787758108416
200,8,5,2,21026,-150.19384938470756,-38.29892435831301,805,80502,0.2496758100296228
200,10,4,8,47099,-706.2223475826223,707.9901099414379,1004,100408,5.496537146705174
200,4,1,5,46440,345.2990182426313,-211.64495741849117,401,40105,2.591718260573369
